kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_model_snr,ra,dec
3246984,K00799.01,,FALSE POSITIVE,FALSE POSITIVE,0.773,0,0,1,0,1.626630225,1.02E-06,-1.02E-06,169.820171,4.87E-04,-4.87E-04,1.26,4.827,-0.043,2.1145,0.0285,-0.0285,1.62E+03,1.90E+01,-1.90E+01,0.305244,4.81E+00,-4.20E-02,32.43,9.00E+00,-4.83E+00,103.6,294.36819,38.31028
3342970,K00800.01,Kepler-234 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.711504086,3.80E-06,-3.80E-06,170.03417,1.11E-03,-1.11E-03,0.023,0.405,-0.023,3.0099,0.0423,-0.0423,8.38E+02,1.45E+01,-1.45E+01,0.026533,6.51E-04,-2.76E-04,3.12,1.02E+00,-3.40E-01,64.5,291.65353,38.494659
3342970,K00800.02,Kepler-234 c,CONFIRMED,CANDIDATE,1,0,0,0,0,7.21203748,1.55E-05,-1.55E-05,172.81782,1.63E-03,-1.63E-03,0.012,0.394,-0.012,4.0491,0.058,-0.058,9.50E+02,1.95E+01,-1.95E+01,0.028255,7.02E-04,-3.35E-04,3.32,1.09E+00,-3.60E-01,51.5,291.65353,38.494659
12459725,K00789.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,14.1798187,1.64E-04,-1.64E-04,171.50237,7.60E-03,-7.60E-03,0.1601,0.2975,-0.16,2.505,0.315,-0.315,4.60E+02,5.19E+01,-5.19E+01,0.019561,1.39E-03,-1.24E-03,1.88,7.10E-01,-1.40E-01,11.2,291.0448,51.321671
12470844,K00790.01,Kepler-233 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.47237911,1.56E-05,-1.56E-05,174.16212,1.49E-03,-1.49E-03,0.022,0.378,-0.022,2.7245,0.0484,-0.0484,1.12E+03,2.67E+01,-2.67E+01,0.030119,9.04E-04,-3.97E-04,2.59,3.70E-01,-2.20E-01,47.6,296.36652,51.319519
12470844,K00790.02,Kepler-233 c,CONFIRMED,CANDIDATE,0.989,0,0,0,0,60.4189369,5.04E-04,-5.04E-04,181.16367,6.25E-03,-6.25E-03,0.094,0.359,-0.094,5.039,0.184,-0.184,9.31E+02,4.96E+01,-4.96E+01,0.027422,1.20E-03,-9.17E-04,2.36,3.40E-01,-2.00E-01,20.1,296.36652,51.319519
12644822,K00791.01,Kepler-682 b,CONFIRMED,CANDIDATE,1,0,0,0,0,12.61190435,6.65E-06,-6.65E-06,180.892284,4.13E-04,-4.13E-04,0.55,0.065,-0.128,5.1497,0.0592,-0.0592,6.11E+03,2.76E+01,-2.76E+01,0.073758,4.34E-04,-1.81E-03,7.4,2.20E+00,-7.30E-01,277.2,289.11221,51.737381
2440757,K00792.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.433769925,7.41E-07,-7.41E-07,170.403536,3.97E-04,-3.97E-04,1.268,5.652,-0.123,1.8868,0.0232,-0.0232,1.98E+03,2.04E+01,-2.04E+01,0.318591,5.60E+00,-1.16E-01,46.58,8.01E+00,-8.00E+00,112.6,290.84369,37.728828
2445129,K00793.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,10.31872301,2.85E-05,-2.85E-05,173.31543,2.24E-03,-2.24E-03,1.215,59.52,-0.463,3.836,0.121,-0.121,8.72E+02,2.64E+01,-2.64E+01,0.247006,5.95E+01,-4.58E-01,28.59,8.61E+00,-3.69E+00,38.2,291.84891,37.713501
2713049,K00794.01,Kepler-683 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.539183147,5.07E-06,-5.07E-06,169.67494,1.60E-03,-1.60E-03,0.238,0.198,-0.238,2.4282,0.0559,-0.0559,3.82E+02,1.14E+01,-1.14E+01,0.017724,5.07E-04,-4.80E-04,2.06,2.90E-01,-2.80E-01,38.9,291.43997,37.905659
3114167,K00795.01,Kepler-684 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.770300385,9.54E-06,-9.54E-06,170.57662,1.08E-03,-1.08E-03,0.838,0.083,-0.589,2.0844,0.0454,-0.0454,1.30E+03,2.97E+01,-2.97E+01,0.037414,2.23E-03,-3.91E-03,2.77,4.60E-01,-1.50E-01,50.8,290.87051,38.273628
3114661,K00796.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.444291966,9.70E-08,-9.70E-08,169.865406,1.69E-04,-1.69E-04,1.258,0.334,-0.141,2.0792,0.0115,-0.0115,1.10E+04,4.59E+01,-4.59E+01,0.396105,3.18E-01,-1.26E-01,27.51,3.46E+00,-1.73E+00,299.7,290.99689,38.28492
3115833,K00797.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,10.181584,6.19E-06,-6.19E-06,177.141891,4.83E-04,-4.83E-04,0.92,0.007,-0.005,3.5089,0.0331,-0.0331,5.74E+03,5.32E+01,-5.32E+01,0.084708,1.88E-03,-1.72E-03,7.73,2.17E+00,-7.20E-01,183.6,291.28195,38.241669
4139816,K00812.02,Kepler-235 d,CONFIRMED,CANDIDATE,1,0,0,0,0,20.06036336,5.84E-05,-5.84E-05,147.46554,2.41E-03,-2.41E-03,0.556,0.323,-0.368,3.3203,0.0754,-0.0754,1.49E+03,4.51E+01,-4.51E+01,0.036455,5.92E-03,-1.25E-03,1.96,1.30E-01,-1.60E-01,35.2,286.07913,39.27832
4139816,K00812.03,Kepler-235 e,CONFIRMED,CANDIDATE,1,0,0,0,0,46.1842039,2.65E-04,-2.65E-04,165.23729,4.30E-03,-4.30E-03,0.013,0.415,-0.013,4.758,0.13,-0.13,1.39E+03,5.64E+01,-5.64E+01,0.033974,1.33E-03,-6.99E-04,1.83,1.20E-01,-1.50E-01,26,286.07913,39.27832
8395660,K00116.04,Kepler-106 d,CONFIRMED,CANDIDATE,0.952,0,0,0,0,23.9800854,2.00E-04,-2.00E-04,147.537,6.47E-03,-6.47E-03,0.95,0.004,-0.66,5.351,0.177,-0.177,1.04E+02,6.50E+00,-6.50E+00,0.011879,3.05E-04,-2.66E-03,1.31,2.00E-01,-1.30E-01,17.1,300.86398,44.337551
4139816,K00812.04,Kepler-235 c,CONFIRMED,CANDIDATE,0.994,0,0,0,0,7.82502168,3.89E-05,-3.89E-05,136.54995,4.36E-03,-4.36E-03,0.708,0.234,-0.487,2.186,0.12,-0.12,5.21E+02,3.64E+01,-3.64E+01,0.022312,3.98E-03,-1.62E-03,1.2,8.00E-02,-1.00E-01,15.9,286.07913,39.27832
4275191,K00813.01,Kepler-688 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.895936525,7.71E-07,-7.71E-07,170.527552,1.57E-04,-1.57E-04,0.524,0.069,-0.237,2.3111,0.0302,-0.0302,8.54E+03,2.95E+01,-2.95E+01,0.08689,4.24E-04,-2.62E-03,7.34,1.53E+00,-6.50E-01,370.8,294.65524,39.308361
4476123,K00814.01,Kepler-689 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,22.36646466,9.76E-05,-9.76E-05,175.45862,3.54E-03,-3.54E-03,0.4,0.066,-0.4,5.228,0.122,-0.122,9.87E+02,3.51E+01,-3.51E+01,0.028938,6.01E-04,-1.17E-03,2.32,3.80E-01,-1.60E-01,32.1,294.71063,39.52174
3351888,K00801.01,Kepler-685 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.625522174,1.58E-07,-1.58E-07,170.8266564,7.61E-05,-7.61E-05,0.076,0.022,-0.076,2.38963,0.00338,-0.00338,7.97E+03,1.18E+01,-1.18E+01,0.080543,8.70E-05,-1.15E-04,9.73,1.41E+00,-1.42E+00,799.7,293.87192,38.422939
3453214,K00802.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,19.62034692,3.73E-06,-3.73E-06,181.881819,1.48E-04,-1.48E-04,0.458,0.08,-0.165,2.0038,0.0292,-0.0292,2.17E+04,8.50E+01,-8.50E+01,0.137595,1.00E-05,-3.64E-03,13.6,1.82E+00,-9.20E-01,340.5,293.81619,38.563568
3554600,K00803.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,7.544039,1.02E-04,-1.02E-04,171.7982,1.05E-02,-1.05E-02,1.175,33.63,-0.911,6.222,0.731,-0.731,3.23E+02,2.82E+01,-2.82E+01,0.194187,3.36E+01,-9.05E-01,17.47,4.12E+00,-1.65E+00,14.2,293.94116,38.601101
3641726,K00804.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,9.02930689,1.65E-05,-1.65E-05,177.20422,1.42E-03,-1.42E-03,0.024,0.401,-0.024,3.1449,0.0528,-0.0528,1.02E+03,2.19E+01,-2.19E+01,0.028718,8.82E-04,-5.44E-04,2.57,4.40E-01,-2.60E-01,53.9,290.33362,38.72823
3734868,K00805.01,,FALSE POSITIVE,FALSE POSITIVE,0.053,0,1,0,0,10.32803571,3.76E-06,-3.76E-06,174.581054,3.06E-04,-3.06E-04,0.281,0.04,-0.064,7.7915,0.0272,-0.0272,1.69E+04,3.18E+01,-3.18E+01,0.118805,2.81E-04,-5.80E-04,13.28,3.64E+00,-2.41E+00,636.8,287.69675,38.886452
3832474,K00806.01,Kepler-30 d,CONFIRMED,CANDIDATE,1,0,0,0,0,143.2063047,2.35E-04,-2.35E-04,154.23552,1.30E-03,-1.30E-03,0.379,0.073,-0.273,8.9302,0.0961,-0.0961,1.06E+04,8.24E+01,-8.24E+01,0.094044,4.22E-03,-1.41E-03,8.9,8.20E-01,-3.80E-01,138.8,285.28363,38.947281
8395660,K00116.03,Kepler-106 b,CONFIRMED,CANDIDATE,0.95,0,0,0,0,6.164876,4.64E-05,-4.64E-05,135.63916,6.61E-03,-6.61E-03,0.646,0.323,-0.43,3.262,0.186,-0.186,5.58E+01,4.30E+00,-4.30E+00,0.007192,2.59E-03,-4.07E-04,0.79,1.30E-01,-8.00E-02,14.4,300.86398,44.337551
3832474,K00806.02,Kepler-30 c,CONFIRMED,CANDIDATE,0.745,0,0,0,0,60.32494216,3.21E-05,-3.21E-05,243.892578,4.23E-04,-4.23E-04,0.224,0.067,-0.146,6.6188,0.0327,-0.0327,2.03E+04,6.40E+01,-6.40E+01,0.128744,2.41E-04,-1.02E-03,12.19,1.11E+00,-5.20E-01,347.2,285.28363,38.947281
3832474,K00806.03,Kepler-30 b,CONFIRMED,CANDIDATE,,0,0,0,0,29.1598615,2.53E-04,-2.53E-04,150.69922,7.18E-03,-7.18E-03,0.3619,0.0945,-0.3618,4.803,0.2,-0.2,4.88E+02,4.35E+01,-4.35E+01,0.02018,7.59E-04,-1.54E-03,1.91,2.00E-01,-7.00E-02,11.6,285.28363,38.947281
3836375,K00807.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.540397253,2.70E-06,-2.70E-06,170.50479,1.50E-03,-1.50E-03,1.225,6.813,-0.101,2.1541,0.0846,-0.0846,8.16E+02,2.57E+01,-2.57E+01,0.257087,6.81E+00,-9.65E-02,25.69,7.44E+00,-2.33E+00,38.8,286.92639,38.921631
3838486,K00808.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,2.99025443,1.17E-05,-1.17E-05,171.9834,3.09E-03,-3.09E-03,0.014,0.334,-0.014,5.414,0.113,-0.113,5.89E+02,1.41E+01,-1.41E+01,0.021279,6.17E-04,-3.52E-04,1.7,1.00E-01,-1.50E-01,48.5,287.74881,38.92955
3935914,K00809.01,Kepler-686 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.594745374,1.13E-07,-1.13E-07,170.6483505,5.79E-05,-5.79E-05,0.514,0.022,-0.037,1.9604,0.0106,-0.0106,1.50E+04,2.03E+01,-2.03E+01,0.115879,3.87E-04,-6.21E-04,11.3,3.09E+00,-1.33E+00,1009.3,285.21381,39.027481
3940418,K00810.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,4.783002698,5.43E-06,-5.43E-06,170.508434,9.43E-04,-9.43E-04,0.003,0.425,-0.003,2.335,0.0332,-0.0332,1.01E+03,1.66E+01,-1.66E+01,0.028315,8.81E-04,-3.66E-04,2.5,3.40E-01,-1.90E-01,70.6,287.09399,39.060719
4049131,K00811.01,Kepler-687 b,CONFIRMED,CANDIDATE,1,0,0,0,0,20.50588921,3.21E-05,-3.21E-05,181.43428,1.22E-03,-1.22E-03,0.26,0.151,-0.26,4.0595,0.0481,-0.0481,2.11E+03,3.10E+01,-3.10E+01,0.041039,8.16E-04,-8.87E-04,3.41,2.80E-01,-3.10E-01,78.5,289.31543,39.153278
4139816,K00812.01,Kepler-235 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.340218842,3.18E-06,-3.18E-06,171.979062,7.50E-04,-7.50E-04,0.466,0.002,-0.437,1.9104,0.0318,-0.0318,1.63E+03,2.66E+01,-2.66E+01,0.037683,3.67E-03,-7.71E-04,2.03,1.30E-01,-1.70E-01,71.6,286.07913,39.27832
5287983,K00828.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,2.507089906,2.40E-06,-2.40E-06,171.002455,8.35E-04,-8.35E-04,1.255,16.5,-0.349,2.0067,0.0427,-0.0427,1.34E+03,2.47E+01,-2.47E+01,0.295115,1.65E+01,-3.43E-01,30.26,9.57E+00,-3.19E+00,64.9,295.37805,40.493401
5358241,K00829.01,Kepler-53 b,CONFIRMED,CANDIDATE,1,0,0,0,0,18.64932728,5.20E-05,-5.20E-05,174.771,2.24E-03,-2.24E-03,0.08,0.329,-0.08,4.4056,0.0687,-0.0687,8.94E+02,2.09E+01,-2.09E+01,0.027096,7.33E-04,-4.26E-04,3.12,4.70E-01,-2.80E-01,46.1,290.46176,40.562462
10875245,K00117.02,Kepler-107 c,CONFIRMED,CANDIDATE,1,0,0,0,0,4.90144976,1.07E-05,-1.07E-05,138.60548,1.75E-03,-1.75E-03,0.529,0.021,-0.46,4.1654,0.0585,-0.0585,1.41E+02,2.90E+00,-2.90E+00,0.011136,1.87E-03,-3.40E-04,1.7,8.00E-02,-5.00E-02,50.6,297.02826,48.208611
5358241,K00829.02,Kepler-53 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,9.75192101,4.83E-05,-4.83E-05,138.78608,3.60E-03,-3.60E-03,0.949,0.028,-0.673,4.793,0.181,-0.181,4.18E+02,1.62E+01,-1.62E+01,0.024042,8.98E-04,-5.33E-03,2.76,4.30E-01,-2.40E-01,28.5,290.46176,40.562462
5358241,K00829.03,Kepler-53 c,CONFIRMED,CANDIDATE,1,0,0,0,0,38.5576546,1.77E-04,-1.77E-04,163.85063,4.07E-03,-4.07E-03,0.911,0.025,-0.663,5.794,0.199,-0.199,9.93E+02,2.68E+01,-2.68E+01,0.03498,3.04E-03,-5.55E-03,4.02,6.20E-01,-3.60E-01,39.7,290.46176,40.562462
5358624,K00830.01,Kepler-428 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,3.525632539,1.50E-07,-1.50E-07,170.0479951,3.33E-05,-3.33E-05,0.12,0.006,-0.084,2.59959,0.00079,-0.00079,2.23E+04,1.31E+01,-1.31E+01,0.13372,1.10E-05,-2.89E-04,11.58,9.00E-01,-4.80E-01,1996.7,290.58173,40.5774
4544670,K00815.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,34.84398644,4.04E-05,-4.04E-05,172.633252,9.40E-04,-9.40E-04,0.934,0.575,-0.031,2.9315,0.0702,-0.0702,4.52E+03,8.25E+01,-8.25E+01,0.080046,5.84E-01,-6.30E-03,7.61,1.72E+00,-9.10E-01,76.8,285.92001,39.624828
4664847,K00816.01,Kepler-690 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.748094239,7.55E-06,-7.55E-06,174.997206,7.65E-04,-7.65E-04,0.517,0.237,-0.325,3.5957,0.043,-0.043,2.47E+03,2.57E+01,-2.57E+01,0.046615,2.65E-03,-1.29E-03,5.52,1.70E+00,-5.60E-01,113.2,294.4899,39.771439
4725681,K00817.01,Kepler-236 c,CONFIRMED,CANDIDATE,1,0,0,0,0,23.96793669,9.25E-05,-9.25E-05,186.22182,3.05E-03,-3.05E-03,0.416,0.053,-0.416,3.827,0.113,-0.113,1.18E+03,4.61E+01,-4.61E+01,0.03141,6.11E-04,-1.62E-03,1.8,1.00E-01,-1.50E-01,27.5,283.86639,39.898079
4725681,K00817.02,Kepler-236 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,8.29561738,2.37E-05,-2.37E-05,135.79284,2.19E-03,-2.19E-03,0.888,0.062,-0.612,1.3421,0.0773,-0.0773,8.24E+02,5.75E+01,-5.75E+01,0.03178,6.06E-03,-5.85E-03,1.82,1.00E-01,-1.50E-01,17.9,283.86639,39.898079
4913852,K00818.01,Kepler-691 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.11437482,1.09E-05,-1.09E-05,176.33968,1.07E-03,-1.07E-03,0.573,0,-0.468,2.2736,0.0447,-0.0447,1.56E+03,3.20E+01,-3.20E+01,0.037204,5.95E-03,-1.53E-03,2.1,1.40E-01,-1.60E-01,56.4,288.81201,40.033401
4932348,K00819.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,38.03672948,3.48E-06,-3.48E-06,196.934947,7.16E-05,-7.16E-05,0.501,0.003,-0.005,4.34617,0.00645,-0.00645,8.29E+04,8.33E+01,-8.33E+01,0.27018,2.75E-04,-3.31E-04,27.5,5.28E+00,-2.27E+00,1300,294.14789,40.055538
4936180,K00820.01,,CANDIDATE,CANDIDATE,0,0,0,0,0,4.64090031,1.49E-05,-1.49E-05,173.64638,2.61E-03,-2.61E-03,1.28,0.098,-0.07,35.512,0.274,-0.274,2.45E+03,1.17E+01,-1.17E+01,0.333559,8.79E-02,-7.57E-02,30.09,5.79E+00,-3.14E+00,296.9,295.11371,40.071171
11913073,K00011.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,3.747838198,3.90E-06,-3.90E-06,171.66504,9.02E-04,-9.02E-04,1.121,1.104,-0.035,5.0642,0.0445,-0.0445,6.16E+02,5.30E+00,-5.30E+00,0.151387,1.09E+00,-3.30E-02,13.65,3.11E+00,-1.04E+00,138.2,291.06152,50.265129
10875245,K00117.01,Kepler-107 e,CONFIRMED,CANDIDATE,0.992,0,0,0,0,14.74914825,2.17E-05,-2.17E-05,138.77799,1.18E-03,-1.18E-03,0.173,0.262,-0.173,6.0995,0.044,-0.044,4.30E+02,4.20E+00,-4.20E+00,0.018864,3.98E-04,-2.28E-04,2.89,1.30E-01,-1.00E-01,107.4,297.02826,48.208611
5021899,K00821.01,Kepler-692 b,CONFIRMED,CANDIDATE,1,0,0,0,0,21.81295996,7.23E-05,-7.23E-05,174.01085,2.61E-03,-2.61E-03,0.053,0.394,-0.053,4.3791,0.091,-0.091,1.18E+03,3.58E+01,-3.58E+01,0.030952,1.02E-03,-8.44E-04,3.38,9.10E-01,-4.90E-01,37.8,294.77686,40.15374
5077629,K00822.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,7.91936937,2.04E-06,-2.04E-06,172.181092,2.02E-04,-2.02E-04,0.733,0.01,-0.011,3.3148,0.0209,-0.0209,1.51E+04,4.98E+01,-4.98E+01,0.121984,5.42E-04,-6.02E-04,10.34,2.59E+00,-8.70E-01,389,283.53845,40.217999
5115978,K00823.01,,CANDIDATE,CANDIDATE,,0,0,0,0,1.028436523,7.05E-07,-7.05E-07,170.228582,5.40E-04,-5.40E-04,1.5734,0.2599,-0.3164,1.8606,0.034,-0.034,8.10E+03,1.27E+02,-1.27E+02,0.673134,2.26E-01,-3.32E-01,72.77,2.77E+01,-8.60E+00,89.6,296.00699,40.295429
5164255,K00824.01,Kepler-693 b,CONFIRMED,CANDIDATE,1,0,0,0,0,15.37562369,1.02E-05,-1.02E-05,173.61402,6.08E-04,-6.08E-04,0.692,0.033,-0.066,3.3169,0.0645,-0.0645,1.53E+04,1.14E+02,-1.14E+02,0.12103,1.36E-03,-3.48E-03,11.01,4.40E-01,-8.20E-01,166,283.25354,40.358189
5252423,K00825.01,Kepler-237 c,CONFIRMED,CANDIDATE,1,0,0,0,0,8.10363271,2.03E-05,-2.03E-05,176.9486,2.05E-03,-2.05E-03,0.047,0.409,-0.047,3.161,0.0635,-0.0635,8.88E+02,2.45E+01,-2.45E+01,0.026361,1.09E-03,-5.45E-04,2.11,1.80E-01,-2.00E-01,39.3,283.22141,40.421829
5252423,K00825.02,Kepler-237 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.71510843,1.94E-05,-1.94E-05,134.96178,3.24E-03,-3.24E-03,0.258,0.195,-0.258,2.506,0.103,-0.103,4.18E+02,2.20E+01,-2.20E+01,0.018268,8.21E-04,-7.13E-04,1.46,1.20E-01,-1.40E-01,21.3,283.22141,40.421829
5272878,K00826.01,Kepler-694 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.365839713,8.06E-06,-8.06E-06,171.13575,1.00E-03,-1.00E-03,0.524,0.009,-0.46,2.9721,0.0408,-0.0408,7.81E+02,1.31E+01,-1.31E+01,0.026275,3.90E-03,-7.41E-04,2.44,6.00E-01,-2.10E-01,70.8,291.14951,40.420521
5283542,K00827.01,,FALSE POSITIVE,FALSE POSITIVE,0.037,0,0,1,0,5.97581754,1.12E-05,-1.12E-05,174.77602,1.37E-03,-1.37E-03,0.941,0.017,-0.618,3.065,0.185,-0.185,9.62E+02,2.35E+01,-2.35E+01,0.035468,5.51E-04,-6.32E-03,3.86,1.32E+00,-4.40E-01,50.3,294.22397,40.417858
5649215,K00839.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,2.446737317,3.09E-06,-3.09E-06,170.66951,1.04E-03,-1.04E-03,1.241,1.295,-0.135,4.7211,0.0546,-0.0546,1.18E+03,1.27E+01,-1.27E+01,0.278526,1.28E+00,-1.29E-01,26.25,6.90E+00,-2.47E+00,110.2,298.96112,40.862808
5651104,K00840.01,Kepler-695 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.04033046,3.37E-07,-3.37E-07,169.9490106,8.86E-05,-8.86E-05,0.736,0.013,-0.024,1.8411,0.0168,-0.0168,1.09E+04,2.58E+01,-2.58E+01,0.104023,4.70E-04,-1.43E-03,8.99,8.00E-01,-9.90E-01,568.2,299.3161,40.82238
5792202,K00841.01,Kepler-27 b,CONFIRMED,CANDIDATE,1,0,0,0,0,15.33528675,1.99E-05,-1.99E-05,174.00278,1.03E-03,-1.03E-03,0.773,0.006,-0.543,3.897,0.0771,-0.0771,3.08E+03,3.90E+01,-3.90E+01,0.056,1.05E-03,-5.22E-03,5,4.90E-01,-1.80E-01,86.6,292.23676,41.08588
10875245,K00117.04,Kepler-107 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,7.95825328,7.67E-05,-7.67E-05,137.80219,7.67E-03,-7.67E-03,0.706,0.237,-0.494,4.377,0.229,-0.229,5.00E+01,3.70E+00,-3.70E+00,0.006915,1.19E-03,-5.68E-04,1.06,5.00E-02,-4.00E-02,14.7,297.02826,48.208611
5792202,K00841.02,Kepler-27 c,CONFIRMED,CANDIDATE,1,0,0,0,0,31.33046135,3.98E-05,-3.98E-05,153.43031,1.03E-03,-1.03E-03,0.798,0.021,-0.043,5.176,0.102,-0.102,5.07E+03,4.84E+01,-4.84E+01,0.072904,8.28E-04,-2.07E-03,6.5,6.40E-01,-2.30E-01,117.2,292.23676,41.08588
5370302,K00831.01,,FALSE POSITIVE,FALSE POSITIVE,0.006,0,1,0,0,3.9043425,1.34E-06,-1.34E-06,173.393734,2.66E-04,-2.66E-04,0.709,0.011,-0.015,3.831,0.0271,-0.0271,1.62E+04,6.21E+01,-6.21E+01,0.125229,4.42E-04,-9.29E-04,12.28,3.56E+00,-1.19E+00,323.4,294.05676,40.549679
5372966,K00832.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,9.286358079,5.46E-07,-5.46E-07,171.8214689,4.50E-05,-4.50E-05,0.377,0.009,-0.009,3.49949,0.00533,-0.00533,4.48E+04,3.28E+01,-3.28E+01,0.19639,1.86E-04,-2.20E-04,17.61,4.05E+00,-1.87E+00,1671.1,294.74396,40.53392
5376067,K00833.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,3.951405455,2.26E-06,-2.26E-06,173.276125,4.54E-04,-4.54E-04,1.276,6.027,-0.214,2.1862,0.0267,-0.0267,2.45E+03,2.52E+01,-2.52E+01,0.331342,5.99E+00,-1.99E-01,31.44,8.94E+00,-2.96E+00,117.2,295.50439,40.505489
5436502,K00834.01,Kepler-238 e,CONFIRMED,CANDIDATE,0.999,0,0,0,0,23.65369415,1.75E-05,-1.75E-05,171.376107,6.03E-04,-6.03E-04,0.008,0.169,-0.008,8.2183,0.021,-0.021,3.34E+03,1.32E+01,-1.32E+01,0.05219,2.66E-04,-9.80E-05,7.89,1.38E+00,-1.52E+00,266.3,287.89713,40.637821
5436502,K00834.02,Kepler-238 d,CONFIRMED,CANDIDATE,0.996,0,0,0,0,13.23352214,4.50E-05,-4.50E-05,140.32196,2.75E-03,-2.75E-03,0.014,0.399,-0.014,6.7372,0.0875,-0.0875,5.05E+02,1.08E+01,-1.08E+01,0.020278,5.66E-04,-2.69E-04,3.06,5.40E-01,-5.80E-01,49.1,287.89713,40.637821
5436502,K00834.03,Kepler-238 c,CONFIRMED,CANDIDATE,0.997,0,0,0,0,6.15560285,2.70E-05,-2.70E-05,134.81656,3.45E-03,-3.45E-03,0.235,0.204,-0.235,4.9843,0.0994,-0.0994,2.85E+02,8.60E+00,-8.60E+00,0.015336,4.50E-04,-3.62E-04,2.32,4.00E-01,-4.50E-01,35.1,287.89713,40.637821
5436502,K00834.04,Kepler-238 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.090811305,9.57E-06,-9.57E-06,134.17462,3.98E-03,-3.98E-03,0.746,0.053,-0.521,3.388,0.106,-0.106,1.16E+02,6.40E+00,-6.40E+00,0.010686,2.19E-03,-9.66E-04,1.62,2.80E-01,-3.20E-01,19.9,287.89713,40.637821
10875245,K00117.03,Kepler-107 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,3.180027898,7.28E-06,-7.28E-06,133.49863,1.81E-03,-1.81E-03,0.196,0.242,-0.196,3.5797,0.0558,-0.0558,1.20E+02,2.70E+00,-2.70E+00,0.009989,2.54E-04,-1.84E-04,1.53,7.00E-02,-5.00E-02,50.4,297.02826,48.208611
5436502,K00834.05,Kepler-238 f,CONFIRMED,CANDIDATE,0.989,0,0,0,0,50.4467417,6.51E-04,-6.51E-04,178.5014,1.03E-02,-1.03E-02,0.379,0.111,-0.378,7.159,0.247,-0.247,3.70E+02,2.01E+01,-2.01E+01,0.01767,6.22E-04,-8.53E-04,2.67,4.70E-01,-5.10E-01,19.4,287.89713,40.637821
5456651,K00835.01,Kepler-239 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.76307164,2.04E-05,-2.04E-05,180.93613,1.30E-03,-1.30E-03,0.048,0.393,-0.048,2.9076,0.05,-0.05,1.04E+03,2.39E+01,-2.39E+01,0.028519,1.07E-03,-4.43E-04,2.35,1.70E-01,-8.00E-02,48.9,294.20215,40.66341
5456651,K00835.02,Kepler-239 c,CONFIRMED,CANDIDATE,0.878,0,0,0,0,56.2279271,3.13E-04,-3.13E-04,132.29259,4.71E-03,-4.71E-03,0.7,0.208,-0.496,3.57,0.134,-0.134,8.63E+02,4.49E+01,-4.49E+01,0.028683,5.58E-03,-2.56E-03,2.37,1.70E-01,-9.00E-02,20.9,294.20215,40.66341
